Player,Team,Pos,season,target,UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,UMAP_11,UMAP_12,UMAP_13,UMAP_14,UMAP_15,UMAP_16,UMAP_17,UMAP_18,UMAP_19,UMAP_20,UMAP_21,UMAP_22,UMAP_23,UMAP_24,UMAP_25
Trent Forrest,ATL,SG,2024,0,10.2849245,5.972317,8.922091,9.87269,2.0318098,12.899731,4.9883657,2.3549871,2.748748,4.807094,3.1931934,5.733288,5.9307218,6.821108,5.724339,4.487108,9.1297655,5.75181,6.7789097,2.2591558,5.5003667,6.13885,4.069368,5.480391,4.0689225
Trevelin Queen,ORL,SG,2024,0,10.161983,5.8510623,9.024376,9.789513,2.053307,12.426334,4.9987087,2.6317434,1.9305148,4.9494915,3.0337791,5.6566596,5.744171,6.655679,5.718928,4.423608,9.140123,5.549907,6.641988,2.3415399,5.5503116,6.1014023,4.2001777,5.5092025,4.0872874
Trey Jemison,2TM,C,2024,0,10.223158,5.9102983,8.409964,9.804429,2.045809,11.971065,5.1941276,2.3129447,4.4717565,4.1558647,3.2922535,5.803333,5.8149443,6.858055,6.0320477,4.319436,9.290896,5.506113,6.8393307,2.4869533,5.5470824,5.9785995,4.4271097,5.487817,4.054815
Trey Lyles,SAC,PF,2024,0,10.121932,5.703162,7.4755616,9.900508,2.0692651,12.398874,4.9825606,2.0884857,2.21338,5.040708,3.3346183,5.849478,5.8268304,6.838158,5.7264833,4.570279,9.126875,5.5468616,6.6538396,2.323413,5.5285864,6.099976,4.182486,5.517547,4.091743
Trey Murphy III,NOP,SF,2024,0,10.032055,5.5646777,5.976545,10.019742,2.1593533,12.165064,3.8199544,1.9761506,2.7448387,5.0940595,3.463749,5.907419,5.9072766,6.879915,5.765525,4.6292963,9.169045,5.4719243,6.6547008,2.3259869,5.575078,6.064496,4.2424545,5.513745,4.070769
Tristan Thompson,CLE,C,2024,0,10.158349,5.7519746,8.277836,9.69757,2.0017483,11.051827,6.188429,2.2981517,2.661958,4.508454,3.4450564,5.852133,5.602097,6.833188,5.8670535,4.3688607,9.198231,5.3250446,6.6544485,2.5070033,5.562094,6.026262,4.477029,5.5690565,4.115289
Tristan Vukcevic,WAS,C,2024,0,10.303273,5.990541,8.358565,9.890298,2.042866,12.515596,4.9524913,2.1759298,4.587741,4.2596517,3.3501382,5.8243213,5.972215,6.9407115,5.952144,4.4098635,9.244159,5.6915703,6.9046583,2.3689609,5.5104604,6.0439005,4.2505574,5.465088,4.043468
Troy Brown Jr.,2TM,SF,2024,0,10.268508,5.9316807,8.546457,9.890695,2.0437777,12.702864,4.861423,2.3048425,2.7636452,4.828236,3.2708879,5.7647467,5.9349794,6.8490605,5.717674,4.5085144,9.130254,5.720701,6.7695484,2.260037,5.51051,6.1381516,4.0916405,5.490452,4.0705123
Ty Jerome,CLE,SG,2024,0,10.220673,5.960805,9.830291,9.730334,2.022645,12.520729,5.319312,2.763547,2.2099302,4.7629666,2.9448233,5.601695,5.7270775,6.6244345,5.7606425,4.3436155,9.15961,5.5880766,6.683134,2.3640258,5.541256,6.09123,4.2089086,5.499707,4.0829287
TyTy Washington Jr.,MIL,PG,2024,0,10.227704,5.993885,10.093944,9.715739,2.0274765,12.545135,5.209336,2.8865442,2.2420719,4.735884,2.8713512,5.553807,5.7212133,6.5806923,5.76784,4.309916,9.168027,5.5930233,6.688668,2.3673232,5.548346,6.087176,4.2107368,5.4916925,4.0780487
Tyler Herro,MIA,SG,2024,0,10.008022,5.547105,5.413846,10.065854,2.2104428,11.8263645,3.0871794,2.0333142,3.6472223,4.892438,3.5129557,5.9140224,5.956239,6.898025,5.863694,4.5907083,9.237517,5.421317,6.707227,2.3656588,5.611341,6.015328,4.338083,5.5011954,4.0465503
Tyrese Haliburton,IND,PG,2024,3,9.978614,5.496215,5.0062823,10.076867,2.234625,11.542794,2.8301473,2.0360124,3.781451,4.867789,3.5744972,5.93578,5.9412036,6.90571,5.890969,4.5874796,9.259472,5.3480372,6.694121,2.3950975,5.6367526,5.991403,4.404292,5.509641,4.0445733
Tyrese Maxey,PHI,PG,2024,0,9.960175,5.4709935,4.8344336,10.067468,2.2463918,11.221492,2.7335713,2.0764685,3.9308794,4.801588,3.6118865,5.9417596,5.916496,6.9044795,5.918697,4.564652,9.279714,5.288043,6.6887465,2.4262912,5.6559477,5.9710364,4.4688034,5.5175524,4.0444674
Tyus Jones,WAS,PG,2024,0,10.169311,5.790263,6.974904,10.01147,2.1317298,12.504052,3.82586,2.093679,3.9998868,4.6604786,3.4093297,5.8588486,6.0177474,6.9240923,5.871293,4.5308557,9.223257,5.6242604,6.820199,2.321571,5.5498586,6.054009,4.2230415,5.472007,4.039824
Udoka Azubuike,PHO,C,2024,0,10.163947,5.767635,8.443942,9.692312,1.9941765,11.215366,6.2812133,2.291521,2.6545458,4.5072803,3.4004087,5.8429785,5.601628,6.822726,5.8738465,4.3654165,9.196849,5.346022,6.659105,2.506463,5.5521617,6.0249934,4.459728,5.5613585,4.114832
Usman Garuba,GSW,PF,2024,0,10.192298,5.9720297,10.343301,9.621337,2.0170493,11.907287,5.4281282,3.0660446,2.3965685,4.532084,2.8572392,5.5304904,5.59307,6.5254807,5.844454,4.200198,9.220313,5.441214,6.653351,2.4739797,5.586253,6.0333652,4.3802047,5.5246625,4.084984
Vasilije Micić,2TM,PG,2024,0,10.200718,5.8672976,7.9604497,9.9571,2.1079113,12.664113,3.9518232,2.383988,3.0736833,4.85521,3.2335074,5.7471843,5.977275,6.816336,5.754766,4.513434,9.168035,5.6790724,6.7701364,2.2660618,5.5444307,6.1096025,4.129787,5.47639,4.050874
Victor Wembanyama,SAS,C,2024,4,10.003625,5.500564,5.6291857,9.92224,2.1439514,10.703122,4.401333,1.9668119,3.7108934,4.5599937,3.7316427,5.9970455,5.7705355,6.9613857,5.9475346,4.4931884,9.265816,5.235467,6.688636,2.5047843,5.618644,5.972212,4.5593133,5.5562086,4.079894
Vince Williams Jr.,MEM,SG,2024,0,10.24572,5.8954515,7.5744925,9.944944,2.0874064,12.282057,4.36689,2.135494,4.502472,4.3716383,3.4384363,5.857562,5.993908,6.9573565,5.935436,4.4534397,9.249509,5.636404,6.8785844,2.363038,5.5378366,6.0381813,4.277151,5.4741483,4.040218
Vit Krejci,ATL,PG,2024,0,10.208231,5.8321905,7.957545,9.922635,2.0539117,12.873696,4.9189467,2.1006668,2.6155324,4.9511876,3.290961,5.8209205,5.9244547,6.865972,5.7250013,4.5655026,9.12344,5.689834,6.7336674,2.2702208,5.5016823,6.1243587,4.0878077,5.4904666,4.0762815
Walker Kessler,UTA,C,2024,0,10.121118,5.644261,6.9758754,9.7563305,2.034771,10.386198,5.934304,2.0250015,3.5740209,4.2988467,3.7342913,5.9904237,5.635887,6.972804,5.9696946,4.393488,9.253072,5.2256985,6.698213,2.5663717,5.584217,5.974837,4.6114445,5.5809007,4.1083093
Wendell Carter Jr.,ORL,C,2024,0,10.08854,5.6375723,6.945503,9.824084,2.0794818,10.947218,5.1379485,2.1535172,3.1640334,4.570811,3.5727203,5.9164515,5.705104,6.893284,5.8930097,4.4426856,9.227794,5.2967014,6.671645,2.4888139,5.5916514,6.005999,4.497759,5.5592055,4.094696
Wendell Moore Jr.,MIN,SG,2024,0,10.154348,5.8564663,9.314342,9.741227,2.04192,12.281738,5.229488,2.7168288,1.8734146,4.889211,2.9849339,5.630985,5.6834817,6.6156163,5.742628,4.3767695,9.151667,5.5047264,6.6254854,2.379751,5.5570555,6.084546,4.2481565,5.515218,4.0923133
Wenyen Gabriel,MEM,PF,2024,0,10.273219,5.999705,9.160639,9.786384,2.0355024,12.172411,5.0845222,2.5526447,3.8202853,4.324209,3.1791456,5.7078223,5.832723,6.7886453,5.9156737,4.3189187,9.240128,5.594059,6.822155,2.409756,5.5436997,6.039825,4.313614,5.486095,4.0573754
Wesley Matthews,ATL,SG,2024,0,10.304219,5.979183,8.756055,9.899909,2.036686,12.887895,4.8404574,2.3243608,2.6781085,4.868843,3.256618,5.746984,5.972611,6.853301,5.679535,4.521975,9.1105585,5.785662,6.7852697,2.219878,5.4996157,6.1644707,4.0281386,5.4841976,4.0684695
Xavier Moon,LAC,SG,2024,0,10.255871,5.979847,9.608624,9.784095,2.0221515,12.756923,5.185847,2.6337311,2.2053676,4.8473277,3.0194337,5.635657,5.8120193,6.687678,5.710312,4.4091244,9.129905,5.6776676,6.7114778,2.3000364,5.521522,6.127946,4.116176,5.492721,4.0796323
Xavier Tillman Sr.,2TM,PF,2024,0,10.158569,5.749658,7.769557,9.863616,2.0477133,12.2086115,5.258167,2.1258447,2.3783743,4.9069624,3.366563,5.848879,5.807522,6.854525,5.7485585,4.5313926,9.136349,5.5420036,6.6770086,2.3437314,5.52653,6.096006,4.2152724,5.5230165,4.0941496
Yuta Watanabe,2TM,SF,2024,0,10.308118,6.002928,9.004308,9.8639965,2.0336528,12.688314,4.8917036,2.4347076,2.8683925,4.7451625,3.2269807,5.720499,5.9372296,6.826972,5.720272,4.4655566,9.136009,5.7476363,6.7930923,2.2572489,5.512109,6.1431975,4.088094,5.486299,4.0664697
Zach Collins,SAS,C,2024,0,10.196903,5.8147874,7.2165747,9.918553,2.0900621,11.860836,4.559152,2.0823185,4.496595,4.325917,3.508501,5.8973994,5.9210825,6.963845,5.97425,4.438439,9.268224,5.5249934,6.843609,2.4237976,5.5548325,6.0060563,4.3770695,5.493931,4.0501785
Zach LaVine,CHI,SG,2024,0,10.047221,5.601839,5.775313,10.048927,2.187076,11.988212,3.3453014,2.017319,3.7632892,4.8167076,3.5041223,5.912517,5.966902,6.915433,5.8740563,4.5761237,9.235637,5.466464,6.7371645,2.3618293,5.5933847,6.020534,4.3179345,5.4952135,4.046662
Zavier Simpson,MEM,PG,2024,0,10.285593,6.0090675,8.540109,9.906752,2.0794806,12.568878,4.275797,2.4217803,4.4548235,4.327672,3.236237,5.7423453,5.9929996,6.86162,5.929833,4.384099,9.254143,5.6968017,6.897536,2.3479743,5.5376744,6.047599,4.238869,5.45484,4.030388
Zeke Nnaji,DEN,PF,2024,0,10.148059,5.7486877,8.157776,9.7824545,2.0249994,11.855887,5.705327,2.2312915,2.2842934,4.796663,3.3326812,5.827873,5.7016478,6.8107743,5.7867312,4.461121,9.153943,5.453826,6.648293,2.410862,5.537816,6.0688534,4.308636,5.5394635,4.1057916
Ziaire Williams,MEM,SF,2024,0,10.280093,5.957017,7.9490542,9.936808,2.0801997,12.43025,4.334949,2.2256274,4.499976,4.359207,3.385246,5.818901,6.0132165,6.9387364,5.9181395,4.437491,9.243435,5.6842723,6.8955,2.340585,5.5332336,6.053108,4.2414474,5.4672246,4.036145
Zion Williamson,NOP,PF,2024,0,10.027016,5.5069995,4.576067,10.095372,2.2199032,11.830809,3.2764974,1.6271261,4.350941,4.7918024,3.6920145,6.068474,6.0297437,7.054196,5.9315515,4.6759324,9.223503,5.4633865,6.7549534,2.374806,5.568702,5.9270005,4.3095813,5.4594927,4.076026
A.J. Green,MIL,SG,2025,0,10.093325,5.6684365,6.9062157,9.981667,2.1224864,12.617379,4.14032,2.109301,2.1397834,5.2273073,3.3211305,5.8300347,5.9081664,6.8228755,5.6704507,4.628799,9.115935,5.579232,6.641577,2.2613904,5.5485835,6.1189995,4.1197147,5.508808,4.0782704
A.J. Lawson,TOR,SG,2025,0,10.278686,5.9441433,8.06523,9.914395,2.057977,12.499685,4.7200694,2.158868,4.222407,4.4095483,3.381883,5.8340054,5.9793115,6.9402,5.9013896,4.4504504,9.223629,5.682632,6.8731265,2.343978,5.51794,6.0604362,4.2260866,5.4730706,4.0474873
AJ Johnson,2TM,SG,2025,0,10.196947,5.930765,8.670985,9.84027,2.0715473,12.6858225,4.7155356,2.420026,4.360083,4.2958355,3.0652218,5.7228804,5.857391,6.7656407,6.0207596,4.326517,9.289048,5.576939,6.8329315,2.4499843,5.541386,5.981505,4.341564,5.455198,4.0394464
Aaron Gordon,DEN,PF,2025,0,10.042147,5.57026,5.980638,10.009362,2.1483643,12.073597,3.999832,1.9270761,2.9433198,5.0035987,3.5035796,5.9308686,5.900859,6.907536,5.7969465,4.6168327,9.180292,5.4637275,6.672859,2.3465638,5.5698123,6.053582,4.268995,5.5147843,4.071577
Aaron Holiday,HOU,PG,2025,0,10.092795,5.697894,7.8303695,9.868016,2.0694141,12.50807,5.0247064,2.2192428,1.9297018,5.0914245,3.199161,5.7947397,5.772667,6.7571,5.72822,4.539199,9.128193,5.5191035,6.6184573,2.3421774,5.533516,6.0901628,4.19288,5.5135374,4.094542
Aaron Nesmith,IND,SF,2025,0,10.0763,5.6253524,6.6197677,9.9715,2.1116498,12.363067,4.4458323,1.957891,2.5693867,5.0569,3.4185445,5.901284,5.8793745,6.8812866,5.7587457,4.6129613,9.149444,5.5202127,6.6639977,2.3258224,5.5432205,6.0786686,4.2058573,5.5119157,4.080664
Aaron Wiggins,OKC,SG,2025,0,9.987198,5.5444727,6.757977,9.938689,2.1325476,12.392808,4.2996073,2.1652176,1.6030755,5.3369617,3.2343018,5.8186054,5.779262,6.7351995,5.690422,4.6090775,9.123526,5.4379535,6.548509,2.3305736,5.568347,6.0837073,4.2073936,5.5239186,4.0932612
Adam Flagler,OKC,SG,2025,0,10.019767,5.7264585,9.07123,9.718853,2.064994,12.592897,5.2465696,2.7169793,1.5775228,5.00751,2.7646153,5.6010184,5.5712223,6.490542,5.811288,4.3556666,9.180426,5.385102,6.5365696,2.4597764,5.56865,6.021468,4.3202257,5.507701,4.096183
Adama Sanogo,CHI,C,2025,0,10.215673,5.876007,8.904571,9.746093,2.0056283,11.99424,5.7459984,2.3995278,2.6793525,4.610787,3.249261,5.7659616,5.722257,6.788309,5.8202987,4.3861513,9.17709,5.513458,6.705253,2.4136052,5.5341253,6.067038,4.3055687,5.528194,4.093769
Adem Bona,PHI,C,2025,0,10.179911,5.7748556,7.7743464,9.7579155,2.0273829,11.000189,5.75584,2.1817598,3.7775407,4.252006,3.5498612,5.9030156,5.697158,6.9205,5.973415,4.3574924,9.25714,5.3481045,6.7505646,2.526459,5.566478,5.988553,4.525941,5.5480733,4.090789
Ajay Mitchell,OKC,SG,2025,0,9.99308,5.689436,8.895536,9.723172,2.0696402,12.622237,5.2583,2.6725256,1.51177,5.0438027,2.7578058,5.6132026,5.5564585,6.4851737,5.8183436,4.3663054,9.1817045,5.362094,6.5191,2.4706297,5.5693083,6.01275,4.330778,5.5090404,4.0983477
Al Horford,BOS,C,2025,0,9.991626,5.5241313,6.2729764,9.985368,2.1482184,12.344758,4.0570602,2.0562098,1.7997981,5.351539,3.3366458,5.8610935,5.8336453,6.791974,5.6822286,4.649969,9.12179,5.454505,6.567506,2.3080485,5.5702357,6.0907536,4.1921215,5.523975,4.088463
Alec Burks,MIA,SG,2025,0,10.125882,5.71563,7.1197133,9.978684,2.113317,12.675762,4.1823115,2.1284156,2.3065426,5.1622252,3.3184388,5.8222623,5.9300027,6.8354216,5.6781297,4.6159925,9.118832,5.615136,6.670998,2.253443,5.5413566,6.124117,4.105615,5.5026946,4.0742645
Alex Caruso,OKC,SG,2025,0,9.985507,5.5462027,6.830809,9.930167,2.1304069,12.387343,4.3370633,2.1866658,1.5544415,5.3386154,3.2184596,5.8109,5.7683077,6.7245,5.689785,4.602347,9.123197,5.432512,6.5431786,2.3343635,5.569083,6.082931,4.211085,5.524823,4.0944414
Alex Ducas,OKC,SG,2025,0,9.995671,5.701487,9.025574,9.711714,2.0670636,12.620768,5.2897425,2.7073724,1.5541426,5.013023,2.733286,5.600792,5.5468707,6.472612,5.829312,4.3494864,9.187746,5.358297,6.521574,2.4794033,5.5704494,6.0075216,4.3409142,5.5076556,4.0975227
Alex Len,2TM,C,2025,0,10.169656,5.771756,8.386504,9.706094,1.9968551,11.281531,6.2112217,2.2694736,2.6907387,4.5185075,3.4086277,5.8475537,5.621675,6.8331923,5.8690867,4.377335,9.193663,5.3648868,6.6675057,2.4944966,5.548841,6.029805,4.4422035,5.557328,4.1127944
Alex Reese,2TM,PF,2025,0,10.002497,5.729055,9.0791445,9.696781,2.0583315,12.634579,5.493941,2.6087813,2.653102,4.6521435,2.7310562,5.6382456,5.5424595,6.5135984,5.9973383,4.2794404,9.26499,5.3267484,6.595426,2.567729,5.5636425,5.9349256,4.4543185,5.489068,4.0831504
Alex Sarr,WAS,C,2025,4,10.199826,5.870934,7.6464543,9.913044,2.0950825,12.282023,4.4099226,2.187492,4.83463,4.239422,3.3352876,5.8351865,5.9341474,6.902312,6.031675,4.389692,9.298195,5.5625124,6.872668,2.4379501,5.5499754,5.9818773,4.3694715,5.4662366,4.0349927
Alondes Williams,DET,SG,2025,0,10.133242,5.808526,9.176786,9.677916,2.0110767,11.889304,6.1106596,2.547371,2.281789,4.647169,3.0457187,5.7023697,5.574688,6.6539106,5.873772,4.3279624,9.1938305,5.3865724,6.632522,2.4945104,5.5471005,6.0172315,4.3958406,5.5173025,4.1060233
Alperen Şengün,HOU,C,2025,0,9.997996,5.4777555,5.761099,9.829825,2.121801,9.847442,4.9245186,2.0600088,3.7233202,4.371848,3.8281944,6.015385,5.6433597,6.961423,5.9935527,4.4171376,9.291791,5.0857363,6.6581807,2.5945642,5.6466656,5.9374433,4.7182446,5.5919843,4.0972557
Amen Thompson,HOU,SF,2025,0,10.013736,5.4977474,5.9371743,9.825434,2.1087887,10.04158,5.057064,2.0427861,3.5432951,4.4278684,3.7958043,6.008674,5.6460166,6.9558535,5.9697094,4.4300723,9.274279,5.1198015,6.6530886,2.5765042,5.6330476,5.9519644,4.675997,5.589252,4.100412
Amir Coffey,LAC,SG,2025,0,10.023896,5.5967603,6.8359804,9.951774,2.1337688,12.312796,4.152897,2.1816835,2.147959,5.1682467,3.276644,5.8260746,5.826348,6.7752132,5.736145,4.5839367,9.150173,5.468011,6.6095448,2.3348784,5.567823,6.0745344,4.2254443,5.5138054,4.081232
Andre Drummond,PHI,C,2025,0,10.176934,5.7588553,7.4662704,9.794233,2.043214,10.987969,5.5147038,2.1354046,3.875984,4.2782454,3.6028645,5.9228897,5.7376943,6.9489775,5.9640713,4.385021,9.256204,5.3609743,6.7614684,2.507308,5.5701466,5.994526,4.5117354,5.546385,4.086001
Andre Jackson Jr.,MIL,SG,2025,0,10.158681,5.7896256,8.260974,9.855228,2.049845,12.594527,5.128785,2.2737696,2.0777783,5.0092697,3.1974542,5.771807,5.80814,6.773211,5.7149415,4.518716,9.122126,5.588697,6.660574,2.31605,5.522732,6.1108055,4.1537604,5.5090218,4.0902886
Andrew Nembhard,IND,SG,2025,0,10.080308,5.6524673,6.715907,9.981214,2.1211739,12.426992,4.2318897,2.0150223,2.900255,4.9630356,3.377544,5.882442,5.9032655,6.8721914,5.801279,4.5852594,9.174783,5.534598,6.6973276,2.335824,5.54586,6.0635343,4.2192564,5.4976397,4.0691586
Andrew Wiggins,2TM,SF,2025,0,10.020756,5.5571175,5.707575,10.026721,2.1824033,11.797697,3.5160942,2.0187948,3.4175158,4.8829355,3.5216756,5.9205093,5.9147396,6.9011297,5.8525996,4.580842,9.223764,5.414209,6.6948476,2.3762596,5.599896,6.022269,4.3430486,5.511306,4.057972
Anfernee Simons,POR,SG,2025,0,10.082178,5.659679,6.021208,10.035234,2.1791255,11.95228,3.3830774,2.0591257,4.1981587,4.6485405,3.5073307,5.902916,5.981743,6.9300075,5.919707,4.5335903,9.260707,5.4827967,6.7828436,2.3782413,5.592758,6.0079374,4.345337,5.48875,4.038749
Anthony Black,ORL,PG,2025,0,10.027668,5.637285,6.98671,9.944361,2.152819,12.100522,3.8062294,2.340422,2.7888331,4.942292,3.242122,5.7912517,5.834453,6.755563,5.822181,4.507516,9.207592,5.437944,6.657651,2.3784356,5.591032,6.0362616,4.3086977,5.5028987,4.063865
Anthony Davis,2TM,PF,2025,0,9.6279955,5.0475817,3.9232907,10.002571,2.2388911,9.7391405,3.8902173,1.7897744,3.945275,4.5224247,3.9122353,6.082267,5.702712,6.953462,6.058137,4.4817376,9.329493,5.008914,6.6563945,2.6223223,5.649936,5.9216814,4.7864776,5.5789967,4.079655
Anthony Edwards,MIN,SG,2025,2,9.965799,5.468019,4.7634273,10.081041,2.2509341,11.313417,2.6496558,2.0580182,3.8249533,4.8702846,3.6121643,5.9454327,5.925887,6.90463,5.8976665,4.5880356,9.2699585,5.294539,6.675791,2.4111266,5.6574306,5.97845,4.4448843,5.518055,4.044373
Anthony Gill,WAS,PF,2025,0,10.358714,6.0508094,8.540838,9.916264,2.0334344,12.712297,4.8869586,2.176658,4.3882294,4.353516,3.374014,5.8149714,6.0395255,6.9683194,5.874887,4.4512167,9.204602,5.7908163,6.9255266,2.295214,5.4936914,6.094328,4.146128,5.460611,4.0425386
Anton Watson,NYK,SF,2025,0,10.202223,5.9655476,10.06002,9.701472,2.0289261,12.4748,5.2776504,2.8912556,2.2226713,4.7228727,2.8534043,5.55568,5.685969,6.5638223,5.7893515,4.29678,9.178376,5.550201,6.67098,2.3947895,5.5541053,6.070433,4.249126,5.495586,4.080747
Antonio Reeves,NOP,SG,2025,0,10.2668705,5.978348,8.523876,9.87356,2.0557084,12.624028,4.801359,2.2852392,4.5446067,4.263809,3.2290382,5.7781005,5.93676,6.8702335,5.9820156,4.3730903,9.264771,5.6572266,6.8843813,2.3978343,5.5225334,6.0190883,4.2812033,5.4578943,4.039254
Ariel Hukporti,NYK,C,2025,0,10.15652,5.765261,8.447798,9.684189,1.991302,11.246332,6.3235116,2.272509,2.7106552,4.4730883,3.3776753,5.8444486,5.5880423,6.81604,5.9027925,4.3513412,9.209931,5.335441,6.66422,2.5282428,5.548516,6.0077415,4.4795747,5.555253,4.1137233
Armel Traoré,LAL,SF,2025,0,10.129105,5.9170833,10.093221,9.663703,2.0476758,12.463184,5.3241367,2.9766595,2.4918947,4.6108546,2.683717,5.512342,5.5955453,6.4682293,5.9078326,4.2216187,9.23342,5.441885,6.651754,2.490252,5.569721,5.9973717,4.3642864,5.4752736,4.075806
Ausar Thompson,DET,SF,2025,0,10.057947,5.5933704,6.61346,9.883551,2.0984998,11.392602,4.853426,2.0502512,2.898664,4.773265,3.5318043,5.9261847,5.7549973,6.8891296,5.8507786,4.5137115,9.202207,5.347722,6.653705,2.4414258,5.5785336,6.024125,4.4103384,5.545297,4.0916023
Austin Reaves,LAL,SG,2025,0,9.978059,5.4945416,5.070537,10.071716,2.2291062,11.559803,2.9144385,2.0275576,3.7259212,4.8820457,3.5716302,5.9361677,5.934615,6.904357,5.882344,4.590487,9.253074,5.3513174,6.688932,2.3926547,5.6328406,5.996261,4.3971906,5.511405,4.0471826
Ayo Dosunmu,CHI,SG,2025,0,10.138462,5.7302732,6.825606,10.003917,2.1232457,12.543325,4.0331483,2.0326357,3.285922,4.8847113,3.4028769,5.8705816,5.975958,6.9049854,5.7968903,4.582524,9.178651,5.6070743,6.7509685,2.3003647,5.542926,6.0781846,4.1811147,5.487539,4.0571446
Bam Adebayo,MIA,C,2025,0,9.723015,5.1627836,4.1898556,9.975423,2.2230031,9.847692,3.8502285,1.8753589,3.943923,4.5210953,3.8910291,6.0627093,5.7103634,6.959837,6.0327907,4.4814515,9.323907,5.022485,6.6535425,2.6000912,5.667578,5.918593,4.7657247,5.5791507,4.078031
Baylor Scheierman,BOS,SG,2025,0,10.047194,5.7569222,9.2728195,9.714185,2.05132,12.649212,5.3910713,2.698722,1.5774487,4.996943,2.7768657,5.6026244,5.5841804,6.505641,5.79756,4.359673,9.169376,5.4200373,6.5497007,2.444925,5.557511,6.0345693,4.2912297,5.506308,4.0976286
Ben Sheppard,IND,SG,2025,0,10.104039,5.6916456,7.4139094,9.923881,2.085897,12.643889,4.7359014,2.118609,1.9966022,5.1618013,3.268602,5.8227587,5.8457212,6.803791,5.69495,4.5923896,9.114967,5.5686893,6.635515,2.2957678,5.5309114,6.1102915,4.138285,5.5101156,4.0883355
Ben Simmons,2TM,PG,2025,0,10.112631,5.663289,6.920598,9.87861,2.0771663,11.422192,5.043739,2.041916,3.1834676,4.6532454,3.5641959,5.9316497,5.7919545,6.9296207,5.8644834,4.498406,9.204271,5.4085426,6.707417,2.4296973,5.5609336,6.034683,4.3869796,5.537327,4.087407
Bennedict Mathurin,IND,SF,2025,0,10.046706,5.5875287,5.9938726,10.014984,2.1564121,12.057269,3.8613822,1.9617108,3.2246456,4.921836,3.4967086,5.922379,5.9171534,6.908545,5.827931,4.595639,9.200342,5.465435,6.6970696,2.3561592,5.5754414,6.041416,4.2893434,5.5082326,4.063777
Bilal Coulibaly,WAS,SF,2025,0,10.1996565,5.8657236,7.5323367,9.929929,2.1026473,12.284069,4.2761707,2.1801999,4.816557,4.271006,3.3545032,5.839106,5.9536257,6.910927,6.0171566,4.4048505,9.293304,5.572519,6.8743205,2.423098,5.551965,5.989371,4.354993,5.465898,4.033314
Bismack Biyombo,SAS,C,2025,0,10.1947775,5.791469,8.045433,9.7463665,2.0105093,11.167007,5.962198,2.1924934,3.339721,4.3690796,3.5147514,5.8871293,5.690115,6.904414,5.9155145,4.378844,9.222282,5.385612,6.728923,2.4944458,5.552494,6.0179644,4.464473,5.5504456,4.099101
Blake Wesley,SAS,SG,2025,0,10.30547,5.9859486,8.715762,9.898599,2.0331554,12.909907,4.9333706,2.258155,3.1649516,4.714849,3.2631476,5.7698455,5.9757743,6.8771515,5.7557244,4.496742,9.143712,5.7764096,6.8205485,2.2577374,5.493948,6.1323943,4.072489,5.4741025,4.061932
Bobby Portis,MIL,PF,2025,0,10.02388,5.5289187,5.7639947,9.969209,2.1461306,11.442305,4.215655,1.9299681,3.1531987,4.851516,3.615667,5.9659543,5.83341,6.931038,5.8477335,4.5737944,9.210059,5.351454,6.6634088,2.4135542,5.5936513,6.0212164,4.394855,5.538491,4.078986
Bobi Klintman,DET,SF,2025,0,10.089228,5.7877245,9.175104,9.689592,2.0281365,12.241783,5.8501306,2.5635524,2.4566863,4.6437297,2.922091,5.6771197,5.574273,6.6039705,5.920754,4.3109674,9.220906,5.379087,6.625336,2.5168078,5.550392,5.9881377,4.4070807,5.5043564,4.095326
Bogdan Bogdanović,2TM,SG,2025,0,10.096366,5.6917768,7.0472274,9.976248,2.1246538,12.522055,4.0760794,2.1557903,2.6376786,5.04669,3.3066325,5.8270054,5.9124126,6.8276334,5.747756,4.5814247,9.155647,5.567806,6.684878,2.2997682,5.5511193,6.0889273,4.1737547,5.496704,4.0680175
Bol Bol,PHO,PF,2025,0,10.212698,5.827694,8.187629,9.800962,2.0136201,11.918428,5.7529635,2.139223,3.1124809,4.5578384,3.4075823,5.8608756,5.774392,6.8909464,5.854465,4.4412813,9.184864,5.51761,6.7397413,2.4139342,5.5225873,6.0568113,4.3140655,5.523795,4.0912986
Bones Hyland,2TM,PG,2025,0,10.147067,5.8067894,8.309587,9.888518,2.0833673,12.687476,4.5437746,2.4278686,2.2148798,5.019782,3.115678,5.7195435,5.849783,6.7295604,5.7214856,4.5055666,9.137914,5.6085367,6.6781354,2.2983265,5.5380144,6.1083302,4.1414685,5.4900184,4.07471
Bradley Beal,PHO,SG,2025,0,10.088902,5.657703,6.14546,10.033047,2.1612153,12.178066,3.6312785,2.0003788,3.7353954,4.7922473,3.48561,5.9059696,5.9775524,6.9267063,5.861688,4.57287,9.222027,5.521674,6.756738,2.3449473,5.573041,6.0370183,4.276672,5.491133,4.048596
Branden Carlson,OKC,C,2025,0,9.99126,5.687412,8.8829,9.721054,2.0694022,12.602721,5.277656,2.6667647,1.5635849,5.0239754,2.760033,5.6164594,5.5525346,6.4871,5.8284955,4.361943,9.186436,5.3550735,6.5211062,2.4778516,5.5698533,6.007624,4.341365,5.5089087,4.098108
